sentence_id,word_id,old_lemma,new_lemma
a1e-fragment01_4,,,
a1e-fragment01_8,,,
a1e-fragment01_16,,,
a1e-fragment01_18,,,
a1e-fragment01_20,,,
a1e-fragment01_21,,,
a1e-fragment01_22,,,
a1e-fragment01_25,,,
a1e-fragment01_26,,,
a1e-fragment01_29,,,
a1f-fragment06_142,,,
a1f-fragment06_143,,,
a1f-fragment06_144,,,
a1f-fragment07_146,,,
a1f-fragment07_149,,,
a1f-fragment07_154,,,
a1f-fragment07_156,,,
a1f-fragment08_159,,,
a1f-fragment08_160,,,
a1f-fragment08_163,,,
a1f-fragment09_165,,,
a1f-fragment09_166,,,
a1f-fragment09_169,,,
a1f-fragment09_170,,,
a1f-fragment09_173,,,
a1f-fragment10_174,,,
a1f-fragment10_175,,,
a1f-fragment10_178,,,
a1f-fragment10_179,,,
a1f-fragment11_182,,,
a1f-fragment11_185,,,
a1f-fragment11_186,,,
a1f-fragment11_189,,,
a1f-fragment11_192,,,
a1f-fragment11_193,,,
a1f-fragment12_197,,,
a1f-fragment12_198,,,
a1g-fragment26_390,,,
a1g-fragment26_391,,,
a1g-fragment26_392,,,
a1g-fragment26_394,,,
a1g-fragment26_398,,,
a1g-fragment26_401,,,
a1g-fragment26_402,,,
a1g-fragment26_403,,,
a1g-fragment27_405,,,
a1g-fragment27_406,,,
a1g-fragment27_407,,,
a1g-fragment27_408,,,
a1g-fragment27_411,,,
a1g-fragment27_412,,,
a1g-fragment27_413,,,
a1g-fragment27_414,,,
a1g-fragment27_416,,,
a1g-fragment27_418,,,
a1g-fragment27_419,,,
a1g-fragment27_421,,,
a1g-fragment27_426,,,
a1g-fragment27_427,,,
a1g-fragment27_428,,,
a1h-fragment05_69,,,
a1h-fragment05_72,,,
a1h-fragment05_73,,,
a1h-fragment05_74,,,
a1h-fragment05_76,,,
a1h-fragment05_80,,,
a1h-fragment05_83,,,
a1h-fragment05_84,,,
a1h-fragment05_86,,,
a1h-fragment05_88,,,
a1h-fragment05_91,,,
a1h-fragment05_94,,,
a1h-fragment05_98,,,
a1h-fragment05_99,,,
a1h-fragment05_100,,,
a1h-fragment05_102,,,
a1h-fragment05_105,,,
a1h-fragment06_117,,,
a1h-fragment06_118,,,
a1h-fragment06_120,,,
a1h-fragment06_121,,,
a1h-fragment06_123,,,
a1h-fragment06_124,,,
a1h-fragment06_127,,,
a1h-fragment06_128,,,
a1h-fragment06_129,,,
a1h-fragment06_132,,,
a1h-fragment06_134,,,
a1h-fragment06_135,,,
a1h-fragment06_136,,,
a1h-fragment06_137,,,
a1h-fragment06_139,,,
a1h-fragment06_141,,,
a1h-fragment06_142,,,
a1h-fragment06_143,,,
a1j-fragment33_499,,,
a1j-fragment33_500,,,
a1j-fragment33_503,,,
a1j-fragment33_504,,,
a1j-fragment33_506,,,
a1j-fragment33_512,,,
a1j-fragment33_515,,,
a1j-fragment33_516,,,
a1j-fragment33_522,,,
a1j-fragment33_525,,,
a1j-fragment33_526,,,
a1j-fragment33_528,,,
a1j-fragment33_529,,,
a1j-fragment33_531,,,
a1j-fragment33_532,,,
a1j-fragment34_538,,,
a1j-fragment34_539,,,
a1j-fragment34_544,,,
a1j-fragment34_545,,,
a1j-fragment34_548,,,
a1j-fragment34_549,,,
a1j-fragment34_553,,,
a1j-fragment34_554,,,
a1j-fragment34_555,,,
a1j-fragment34_557,,,
a1j-fragment34_558,,,
a1k-fragment02_28,,,
a1k-fragment02_31,,,
a1k-fragment02_33,,,
a1k-fragment02_35,,,
a1k-fragment02_36,,,
a1k-fragment02_37,,,
a1k-fragment02_38,,,
a1k-fragment02_41,,,
a1k-fragment02_45,,,
a1k-fragment02_53,,,
a1k-fragment02_55,,,
a1k-fragment02_56,,,
a1k-fragment02_57,,,
a1k-fragment02_60,,,
a1k-fragment02_62,,,
a1k-fragment02_63,,,
a1k-fragment02_64,,,
a1k-fragment02_65,,,
a1k-fragment02_67,,,
a1k-fragment02_69,,,
a1k-fragment02_70,,,
a1k-fragment02_71,,,
a1k-fragment02_73,,,
a1k-fragment02_74,,,
a1k-fragment02_75,,,
a1k-fragment02_80,,,
a1k-fragment02_82,,,
a1l-fragment01_1,,,
a1l-fragment01_3,,,
a1l-fragment01_4,,,
a1l-fragment01_5,,,
a1l-fragment01_6,,,
a1l-fragment01_9,,,
a1l-fragment01_11,,,
a1l-fragment01_16,,,
a1l-fragment01_17,,,
a1l-fragment01_20,,,
a1l-fragment01_22,,,
a1l-fragment01_25,,,
a1l-fragment01_27,,,
a1l-fragment01_35,,,
a1l-fragment01_36,,,
a1l-fragment01_37,,,
a1l-fragment01_39,,,
a1l-fragment01_43,,,
a1l-fragment01_46,,,
a1l-fragment01_47,,,
a1l-fragment01_48,,,
a1l-fragment01_49,,,
a1l-fragment01_50,,,
a1l-fragment01_51,,,
a1l-fragment01_52,,,
a1l-fragment01_54,,,
a1m-fragment01_1,,,
a1m-fragment01_11,,,
a1m-fragment01_13,,,
a1m-fragment01_15,,,
a1m-fragment01_18,,,
a1m-fragment01_20,,,
a1m-fragment01_23,,,
a1m-fragment01_24,,,
a1m-fragment01_26,,,
a1m-fragment01_32,,,
a1m-fragment01_33,,,
a1m-fragment01_35,,,
a1m-fragment01_37,,,
a1m-fragment01_38,,,
a1m-fragment01_39,,,
a1m-fragment01_40,,,
a1m-fragment01_47,,,
a1m-fragment01_48,,,
a1m-fragment01_50,,,
a1m-fragment01_51,,,
a1m-fragment01_52,,,
a1m-fragment01_56,,,
a1m-fragment01_59,,,
a1n-fragment09_201,,,
a1n-fragment09_202,,,
a1n-fragment09_206,,,
a1n-fragment09_207,,,
a1n-fragment09_209,,,
a1n-fragment09_212,,,
a1n-fragment09_214,,,
a1n-fragment09_215,,,
a1n-fragment09_216,,,
a1n-fragment09_218,,,
a1n-fragment09_219,,,
a1n-fragment09_220,,,
a1n-fragment09_221,,,
a1n-fragment09_222,,,
a1n-fragment09_224,,,
a1n-fragment09_226,,,
a1n-fragment09_228,,,
a1n-fragment09_229,,,
a1n-fragment09_232,,,
a1n-fragment18_337,,,
a1n-fragment18_340,,,
a1n-fragment18_341,,,
a1n-fragment18_343,,,
a1n-fragment18_346,,,
a1n-fragment18_347,,,
a1n-fragment18_351,,,
a1n-fragment18_353,,,
a1n-fragment18_355,,,
a1n-fragment18_357,,,
a1n-fragment18_358,,,
a1n-fragment18_364,,,
a1n-fragment18_366,,,
a1n-fragment18_369,,,
a1n-fragment18_371,,,
a1n-fragment18_375,,,
a1p-fragment01_1,,,
a1p-fragment01_3,,,
a1p-fragment01_4,,,
a1p-fragment01_8,,,
a1p-fragment01_10,,,
a1p-fragment01_11,,,
a1p-fragment01_13,,,
a1p-fragment01_15,,,
a1p-fragment01_18,,,
a1p-fragment01_19,,,
a1p-fragment01_20,,,
a1p-fragment01_21,,,
a1p-fragment01_25,,,
a1p-fragment03_57,,,
a1p-fragment03_58,,,
a1p-fragment03_62,,,
a1p-fragment03_64,,,
a1p-fragment03_65,,,
a1p-fragment03_66,,,
a1p-fragment03_67,,,
a1p-fragment03_68,,,
a1p-fragment03_72,,,
a1p-fragment03_75,,,
a1p-fragment03_79,,,
a1p-fragment03_84,,,
a1u-fragment04_55,,,
a1u-fragment04_60,,,
a1u-fragment04_61,,,
a1u-fragment04_62,,,
a1u-fragment04_65,,,
a1u-fragment04_67,,,
a1u-fragment04_69,,,
a1u-fragment04_71,,,
a1u-fragment04_72,,,
a1u-fragment04_73,,,
a1u-fragment04_75,,,
a1u-fragment04_76,,,
