sentence_id,word_id,old_lemma,new_lemma
a1e-fragment01_1,,,
a1e-fragment01_3,,,
a1e-fragment01_6,,,
a1e-fragment01_7,,,
a1e-fragment01_10,,,
a1e-fragment01_11,,,
a1e-fragment01_15,,,
a1e-fragment01_17,,,
a1e-fragment01_18,,,
a1e-fragment01_21,,,
a1e-fragment01_23,,,
a1e-fragment01_25,,,
a1e-fragment01_27,,,
a1f-fragment06_142,,,
a1f-fragment06_143,,,
a1f-fragment06_144,,,
a1f-fragment07_150,,,
a1f-fragment07_154,,,
a1f-fragment07_155,,,
a1f-fragment08_160,,,
a1f-fragment08_162,,,
a1f-fragment08_163,,,
a1f-fragment09_164,,,
a1f-fragment09_166,,,
a1f-fragment09_169,,,
a1f-fragment09_172,,,
a1f-fragment10_174,,,
a1f-fragment10_175,,,
a1f-fragment10_178,,,
a1f-fragment10_180,,,
a1f-fragment10_181,,,
a1f-fragment11_183,,,
a1f-fragment11_184,,,
a1f-fragment11_189,,,
a1f-fragment11_190,,,
a1f-fragment11_192,,,
a1f-fragment11_194,,,
a1f-fragment12_195,,,
a1f-fragment12_196,,,
a1f-fragment12_197,,,
a1f-fragment12_198,,,
a1g-fragment26_390,,,
a1g-fragment26_393,,,
a1g-fragment26_394,,,
a1g-fragment26_396,,,
a1g-fragment26_397,,,
a1g-fragment26_399,,,
a1g-fragment26_400,,,
a1g-fragment26_402,,,
a1g-fragment26_403,,,
a1g-fragment26_404,,,
a1g-fragment27_406,,,
a1g-fragment27_411,,,
a1g-fragment27_413,,,
a1g-fragment27_414,,,
a1g-fragment27_415,,,
a1g-fragment27_418,,,
a1g-fragment27_419,,,
a1g-fragment27_421,,,
a1g-fragment27_423,,,
a1g-fragment27_424,,,
a1g-fragment27_425,,,
a1g-fragment27_426,,,
a1g-fragment27_427,,,
a1h-fragment05_69,,,
a1h-fragment05_71,,,
a1h-fragment05_72,,,
a1h-fragment05_73,,,
a1h-fragment05_74,,,
a1h-fragment05_78,,,
a1h-fragment05_81,,,
a1h-fragment05_82,,,
a1h-fragment05_84,,,
a1h-fragment05_87,,,
a1h-fragment05_88,,,
a1h-fragment05_89,,,
a1h-fragment05_90,,,
a1h-fragment05_94,,,
a1h-fragment05_101,,,
a1h-fragment05_102,,,
a1h-fragment05_103,,,
a1h-fragment05_104,,,
a1h-fragment05_106,,,
a1h-fragment05_107,,,
a1h-fragment05_108,,,
a1h-fragment05_109,,,
a1h-fragment05_111,,,
a1h-fragment05_112,,,
a1h-fragment06_114,,,
a1h-fragment06_115,,,
a1h-fragment06_116,,,
a1h-fragment06_121,,,
a1h-fragment06_122,,,
a1h-fragment06_128,,,
a1h-fragment06_129,,,
a1h-fragment06_131,,,
a1h-fragment06_133,,,
a1h-fragment06_134,,,
a1h-fragment06_135,,,
a1h-fragment06_137,,,
a1h-fragment06_138,,,
a1h-fragment06_142,,,
a1j-fragment33_494,,,
a1j-fragment33_495,,,
a1j-fragment33_496,,,
a1j-fragment33_499,,,
a1j-fragment33_500,,,
a1j-fragment33_501,,,
a1j-fragment33_502,,,
a1j-fragment33_506,,,
a1j-fragment33_512,,,
a1j-fragment33_513,,,
a1j-fragment33_516,,,
a1j-fragment33_517,,,
a1j-fragment33_520,,,
a1j-fragment33_522,,,
a1j-fragment33_523,,,
a1j-fragment33_524,,,
a1j-fragment33_525,,,
a1j-fragment33_528,,,
a1j-fragment33_529,,,
a1j-fragment33_530,,,
a1j-fragment33_531,,,
a1j-fragment34_533,,,
a1j-fragment34_534,,,
a1j-fragment34_535,,,
a1j-fragment34_537,,,
a1j-fragment34_538,,,
a1j-fragment34_541,,,
a1j-fragment34_542,,,
a1j-fragment34_544,,,
a1j-fragment34_546,,,
a1j-fragment34_548,,,
a1j-fragment34_549,,,
a1j-fragment34_554,,,
a1j-fragment34_555,,,
a1j-fragment34_556,,,
a1j-fragment34_557,,,
a1j-fragment34_558,,,
a1k-fragment02_28,,,
a1k-fragment02_29,,,
a1k-fragment02_30,,,
a1k-fragment02_32,,,
a1k-fragment02_41,,,
a1k-fragment02_44,,,
a1k-fragment02_45,,,
a1k-fragment02_46,,,
a1k-fragment02_49,,,
a1k-fragment02_50,,,
a1k-fragment02_51,,,
