shelter	0.05874001870852186	42
push	0.02288335524184515	34
morning	0.05973357540161539	36
discuss	0.019006592473787443	40
sample	0.01862682429228968	25
training	0.028985221292018526	36
employee	0.025817661475280973	35
explain	0.016546164191303392	36
improve	0.024868047561770412	40
pay	0.035685710716998886	44
look_like	0.028171295543850894	35
encourage	0.031758780632180184	43
condition	0.014205657214198752	33
price	0.021978632321815628	38
achieve	0.04584372420170946	37
fear	0.029878468025196003	42
complete	0.059057522378016314	40
Jew	0.008803431088615588	34
feed	0.022246106398932763	32
price	0.021978632321815628	38
