build	0.03037094206903923	40
expect	0.01782856448986203	36
state	0.00984736369137773	35
condition	0.020397933496645426	36
pay	0.020558070519730465	34
individual	0.047643411489365795	40
arrive	0.07774199456967934	41
kind	0.018653229948728423	44
object	0.02685240673035083	35
create	0.02915099054672665	36
achieve	0.044950927096294446	39
place	0.033069831868495436	33
choose	0.04213513628644128	44
complete	0.03777080524565024	41
happen	0.00926733797401702	37
woman	0.02105736517132728	35
existence	0.01598946592570838	29
cost	0.010551878996768016	38
prevent	0.01721080043977463	39
place	0.033069831868495436	33
