system	0.006904844023424728	33
help	0.04490672295402587	37
thing	0.0017280079165112872	33
give	0.01110706729402644	35
world	0.058221440119331946	38
old	0.045689480227669166	34
side	0.04821144350386786	42
leave	0.025598112175900245	35
place	0.039797901388229806	38
small	0.06535812208148295	38
hand	0.020778205657203563	35
way	0.02225045633572731	41
call	0.046269621158188334	39
tell	0.0026073911180977127	33
work	0.010810853398435016	37
large	0.029081455148333712	36
put	0.0036059208980542268	33
find	0.009896755210285657	34
turn	0.054252745360529486	39
long	0.05028532098742189	40
