create	0.03721292976028845	39
woman	0.01857692839024827	36
cause	0.021775251133689943	42
choose	0.08107203550732855	45
state	0.009431305135269796	34
individual	0.031184407594523678	41
expect	0.01713692587636806	39
determine	0.030895974311151653	40
improve	0.01965952924871306	39
kill	0.017674721493824985	39
person	0.07998531716050461	41
take_place	0.015846691461884777	41
create	0.03721292976028845	39
talk	0.015478308364111681	33
kill	0.017674721493824985	39
method	0.014664028633267656	32
arrive	0.02344342356370166	34
prevent	0.010677211475785042	37
region	0.02683461385851027	34
expect	0.01713692587636806	39
