world	0.04327975985927601	38
call	0.05822356782469351	40
work	0.012160555433440745	36
small	0.06009057114225835	37
put	0.005287080104562247	35
old	0.024373911795736558	35
place	0.04154418069118948	40
come	0.0059598869413189925	35
look	0.004905861302906933	34
leave	0.015414655892321272	37
little	0.00472083985183025	37
long	0.03705604806473284	40
turn	0.06752896604401504	41
thing	0.0027589155023235445	31
large	0.04415711912926645	35
help	0.03527691054106197	39
system	0.01076254893214501	34
find	0.009176721789899589	33
side	0.06686412124651298	40
mean	0.0105208782699453	36
