Rochester	0.08643303026416482	42
Akron	0.0730663540739932	45
Essex	0.09692737897779924	45
Hays	0.04708751969538605	43
Dachau	0.0477949918822036	34
Michigan	0.0715650175061866	40
Irvine	0.15216788099781198	43
Dortmund	0.037127057290642584	39
Augsburg	0.11847135873847259	42
Tenerife	0.046262899638191524	42
Berkeley	0.012206565913698286	34
Harewood	0.011054077938911333	37
Nairobi	0.01512871296901741	30
Otago	0.024539786191149715	38
Pomona	0.006727246067159132	34
Deptford	0.013116117895028867	35
Claremont	0.0037215649764809067	34
Offenbach	0.008636366159120445	31
Huelva	0.004558602057225802	32
Huelva	0.004558602057225802	32
