object	0.02724164198198198	44
cut	0.039708917319562165	38
state	0.009800942531599244	38
idea	0.017015536730379255	40
create	0.026319104854238162	39
decide	0.14255203053744614	40
method	0.022574829920632644	33
woman	0.0174590530464529	34
person	0.04702560448110349	45
select	0.032689248391682524	39
insist	0.006877151732818998	38
event	0.035671135919853936	39
concern	0.022272827442023746	41
expect	0.015023191787871704	41
announce	0.05268664659530575	41
kill	0.016879718282359457	37
build	0.017705107030701495	35
state	0.009800942531599244	38
object	0.02724164198198198	44
expect	0.015023191787871704	41
