friend	0.028642570962100877	36
feed	0.02755783319094718	39
region	0.014676652640791321	28
assume	0.028529146728860755	33
attempt	0.02516511166189417	40
fill	0.05484429507420796	40
help	0.03344957093109713	38
existence	0.013116938562714231	34
gun	0.009853491683585625	27
attitude	0.010540454742320793	33
century	0.030944243749947975	32
recommend	0.022370176530860597	41
announce	0.04049958083140692	45
eat	0.01556712130884308	37
mention	0.044052121342291195	40
shelter	0.04070385570025514	41
state	0.009612958500264668	35
price	0.02307809589469889	37
state	0.009612958500264668	35
condition	0.018084798585661477	33
