Rochester	0.442574279050282
Redland	0.4735083124719762
Kyoto	0.3999000204696048
Oregon	0.4427470655248634
Leicester	0.48472975231595317
Arkansas	0.39432866485218965
Norwich	0.6009680413330944
Lugo	0.37153589742119686
Pisa	0.38942190446570746
Darmstadt	0.36956804682674815
Battersea	0.3397106915260584
Derry	0.3105745855452898
Chartres	0.3046508984119123
Iowa	0.2494308508611156
Durham	0.3389596445096801
Davis	0.400703934125472
Berkeley	0.5006113285425867
Bremen	0.26854663379356547
Brighton	0.35797497939197154
Bandung	0.31979470244059194
