determine	0.01895007539470772	39
pay	0.03008694359259767	39
select	0.08652136403445365	44
prevent	0.01667277371748921	33
event	0.02041035501284405	39
person	0.03432509917582882	41
existence	0.021988687061378354	29
obtain	0.0143885393529255	37
cut	0.047858249424336585	43
create	0.01888759286456032	37
region	0.023377428627929242	33
exist	0.023383899855117685	42
cost	0.013858077705067084	34
person	0.03432509917582882	41
object	0.025263997842500552	37
cause	0.01804943895968747	43
insist	0.016376854283625564	35
imagine	0.006298769939246607	31
create	0.01888759286456032	37
event	0.02041035501284405	39
