mean	0.012543317354515193	35
turn	0.057674044356550325	40
long	0.04202084505304016	39
work	0.01423171454724137	35
help	0.024715552682431974	39
find	0.014241245556043003	34
come	0.00821828665463864	38
old	0.01698473211997764	34
large	0.03191347335034833	37
new	0.07717473187880874	43
side	0.07525810104096542	38
tell	0.00391254890864845	32
put	0.013193010469654598	37
place	0.04104883736011078	39
world	0.033095848858278765	41
small	0.10365686017528075	42
leave	0.020041652384981457	38
hand	0.033714945564947696	42
little	0.0105503352171743	36
look	0.005306087365836709	34
