state	0.22012972065867964	25
individual	0.3389803438919017	31
select	0.2510844652763554	26
existence	0.13486963962772713	24
object	0.4164051788004265	26
expect	0.1434141614793717	29
pay	0.15998441967975596	27
exist	0.16762446158331779	28
concern	0.2906984729894152	31
cause	0.35415206947016875	27
kill	0.18058698678387375	28
region	0.2580929702165762	27
sort	0.17570461738887166	28
return	0.5361172213620511	34
create	0.2715703398921975	28
achieve	0.47346371589225233	29
object	0.4164051788004265	26
select	0.2510844652763554	26
concern	0.2906984729894152	31
expect	0.1434141614793717	29
