call	0.054724414716771363	39
small	0.04144150652605727	37
long	0.0401954174507424	41
place	0.04814640168961082	40
come	0.004432895395140912	32
thing	0.0036347924379691587	31
put	0.0065749598586736235	35
large	0.036562034252513476	31
find	0.01383891679884841	36
hand	0.020524747908492236	38
mean	0.01087959316235676	37
leave	0.014890371299506322	38
work	0.018109075531390184	37
help	0.04423811243394715	41
system	0.01000828101249518	35
tell	0.004113582129481097	31
give	0.005792841808848093	36
way	0.030355774981037364	45
look	0.004409233507198018	35
little	0.005569954317690473	33
