Girona	0.061675577118171065	43
Aberdeen	0.0790129888400467	38
Cork	0.019375493382264297	37
Wimbledon	0.1613738601321787	33
Zaragoza	0.02528247434740194	45
Fukushima	0.021953644508798775	40
Graz	0.04256661820936258	39
Vincennes	0.11732745792095156	37
Kent	0.15885072324662608	43
Battersea	0.04320555861383235	40
Indiana	0.003608480849978113	30
Mysore	0.011355276426833871	36
Everglades	0.015654794133383776	36
Washington	0.01861662946836551	42
Claremont	0.0019027192476893662	29
Marburg	0.007771809281888253	34
Oklahoma	0.005828040383195621	36
Irvine	0.013898870040076505	40
Bowie	0.012190307614713847	38
Hawaii	0.038844638163214706	39
