Rochester	0.036749291265121165	43
Redland	0.10510181872394642	44
Kyoto	0.029916329418834153	34
Oregon	0.06821956673791074	41
Leicester	0.11930814373252774	43
Arkansas	0.05767554801324459	35
Norwich	0.22404539205633134	41
Lugo	0.02387495547077023	45
Pisa	0.026474143173779052	34
Darmstadt	0.051329636369455534	42
Battersea	0.011951580329009337	34
Derry	0.00577829445686906	30
Chartres	0.013838643905789594	33
Iowa	0.013107072084892035	38
Durham	0.03073310931565243	36
Davis	0.06199630015399604	45
Berkeley	0.11197140069056832	40
Bremen	0.003983465382036644	32
Brighton	0.008115906669785233	33
Bandung	0.018699507337659238	33
