friend	0.001111179136444873
feed	0.16690289708646577
region	0.0016710305723858232
assume	0.574575506393109
attempt	0.02073002426350179
fill	0.013369811751971605
help	0.1132320772387514
existence	0.004709289201195399
gun	0.2546440075000701
attitude	0.019276435106979406
century	0.00020653390684421957
recommend	0.022874570999487087
announce	0.02161149780127536
eat	0.09881680266879267
mention	0.015572424491517967
shelter	0.03741532884120047
state	0.008133180575914722
price	0.0014445426139851891
condition	0.0005198856603003676
