shelter	0.14208303536576006
push	0.07105977321953705
morning	0.2529793892851506
discuss	0.031296318967806935
sample	0.26512691754071194
training	0.022579034243571217
employee	0.18250438609606434
explain	0.07813789427535289
improve	0.10821011071359499
pay	0.16565369694806353
look	0
encourage	0.06475495523295716
condition	0.06835562225949854
price	0.08343396142193149
achieve	0.044662447300521935
fear	0.021154328816932688
complete	0.00011994547078242324
Jew	0.0006145418391249047
feed	0.05222918023985468
