leave	0.035568763606306786
come	0.01763468199460605
help	0.040059222633340275
tell	0.07791923405318468
call	0.007854558694887825
place	0.016259872970653677
work	0.02186555587551331
large	0.008896451982074338
hand	0.04552277968982732
give	0.12388297164046269
put	0.08557799398612165
way	0.01838955391529451
side	0.12349901982144462
new	1.0985166255084167e-05
mean	0.010835268637643503
system	0.029151345446236432
thing	0.05242833105300715
little	0.026547875574103763
old	0.0033106781436947896
long	0.1679497056621564
