friend	0.03608600262394135
feed	0.019831479568971577
region	0.05104643813344556
assume	0.010079109565162336
attempt	0.0047610948628979965
fill	0.1165221078014852
help	0.021622500182502558
existence	0.061552557061231195
gun	0.0015121923143941451
attitude	0.16856498667806918
century	0.0003452738723065396
recommend	0.018626103244078096
announce	0.015213063460762233
eat	0.04077359606479425
mention	0.017597994924858473
shelter	0.04334363364745175
state	0.0009457591402283194
price	0.08579180092802707
condition	0.13487732401686603
