system	0.0188433394377715
help	0.05949995557336052
thing	0.0068292783419448
give	0.07804395448334911
world	0.004884052593145616
old	0.0009236174719402523
side	0.02299157908160565
leave	0.06812011294961606
place	0.0015946000840887375
small	0.0025949867121748404
hand	0.07518136470036574
way	0.007867951679957907
call	0.008348375312384637
tell	0.01805170279815016
work	0.002182798131187491
large	0.0018891904931276349
put	0.048843377256661324
find	0.04164344364871564
turn	0.005010555447862219
long	0.18980850633306667
