world	0.046828672037084296
call	0.00946325765139533
work	0.032143404477388615
small	0.0005115997023357188
put	0.09624496489040846
old	0.0001635567554261197
place	0.005060945980643661
come	0.0174355078056061
look	0.018560351612064374
leave	0.09651806826138687
little	0.005346522071684401
long	0.18350341907227385
turn	0.014814478728326419
thing	0.021695709271713826
large	0.0007740397694683265
help	0.05431340069513324
system	0.019381589030743163
find	0.03199053460214962
side	0.07964201338315557
mean	0.004142791666616352
