system	0.0188433394377715
help	0.006967717569900667
thing	0.0068292783419448
give	0.07804395448334911
world	0.004884052593145616
old	0.0009236174719402523
side	0.01991987013759744
leave	0.025396968443172185
place	0.0015946000840887375
small	0.00014406948311929124
hand	0.014570909492429007
way	0.007867951679957907
call	0.008348375312384637
tell	0.01805170279815016
work	0.002182798131187491
large	0
put	0.026810732851451524
find	0.029411444781474838
turn	0.0017332179045180807
long	0.0021494857828758818
