system	0.002672811013805343
help	0.05949995557336052
thing	0.0024667126331540112
give	0.012950145445239203
world	0
old	0.00013199518405149213
side	0.02299157908160565
leave	0.06812011294961606
place	0.0009931797478117677
small	0.0025949867121748404
hand	0.07518136470036574
way	0.0016212341069795633
call	0.00758873915747893
tell	0.008941723417667191
work	0.001110056188652897
large	0.0018891904931276349
put	0.048843377256661324
find	0.04164344364871564
turn	0.005010555447862219
long	0.18980850633306667
